date,hour,CET/CEST time,price_sterling,
28/03/2017,07 - 08,08 - 09,"45,85",
28/03/2017,08 - 09,09 - 10,"57,33",
28/03/2017,09 - 10,10 - 11,"55,99",
28/03/2017,10 - 11,11 - 12,"49,60",
28/03/2017,11 - 12,12 - 13,"40,00",
28/03/2017,12 - 13,13 - 14,"33,04",
28/03/2017,13 - 14,14 - 15,"32,27",
28/03/2017,14 - 15,15 - 16,"32,09",
28/03/2017,15 - 16,16 - 17,"32,23",
28/03/2017,16 - 17,17 - 18,"41,57",
28/03/2017,17 - 18,18 - 19,"49,17",
28/03/2017,18 - 19,19 - 20,"54,99",
28/03/2017,19 - 20,20 - 21,"68,82",
28/03/2017,20 - 21,21 - 22,"74,98",
28/03/2017,21 - 22,22 - 23,"37,49",
28/03/2017,22 - 23,23 - 00,"33,08",
29/03/2017,23 - 00,00 - 01,"36,10",
29/03/2017,00 - 01,01 - 02,"32,06",
29/03/2017,01 - 02,02 - 03,"32,81",
29/03/2017,02 - 03,03 - 04,"32,58",
29/03/2017,03 - 04,04 - 05,"32,06",
29/03/2017,04 - 05,05 - 06,"30,96",
29/03/2017,05 - 06,06 - 07,"32,09",
29/03/2017,06 - 07,07 - 08,"40,03",
29/03/2017,07 - 08,08 - 09,"42,00",
29/03/2017,08 - 09,09 - 10,"51,82",
29/03/2017,09 - 10,10 - 11,"55,93",
29/03/2017,10 - 11,11 - 12,"49,90",
29/03/2017,11 - 12,12 - 13,"40,82",
29/03/2017,12 - 13,13 - 14,"34,20",
29/03/2017,13 - 14,14 - 15,"32,95",
29/03/2017,14 - 15,15 - 16,"32,32",
29/03/2017,15 - 16,16 - 17,"32,67",
29/03/2017,16 - 17,17 - 18,"35,00",
29/03/2017,17 - 18,18 - 19,"40,82",
29/03/2017,18 - 19,19 - 20,"49,92",
29/03/2017,19 - 20,20 - 21,"54,88",
29/03/2017,20 - 21,21 - 22,"55,99",
29/03/2017,21 - 22,22 - 23,"36,65",
29/03/2017,22 - 23,23 - 00,"32,09",
30/03/2017,23 - 00,00 - 01,"36,81",
30/03/2017,00 - 01,01 - 02,"29,39",
30/03/2017,01 - 02,02 - 03,"36,82",
30/03/2017,02 - 03,03 - 04,"36,82",
30/03/2017,03 - 04,04 - 05,"32,90",
30/03/2017,04 - 05,05 - 06,"29,94",
30/03/2017,05 - 06,06 - 07,"39,95",
30/03/2017,06 - 07,07 - 08,"49,94",
30/03/2017,07 - 08,08 - 09,"41,17",
30/03/2017,08 - 09,09 - 10,"48,82",
30/03/2017,09 - 10,10 - 11,"48,82",
30/03/2017,10 - 11,11 - 12,"39,36",
30/03/2017,11 - 12,12 - 13,"34,52",
30/03/2017,12 - 13,13 - 14,"33,00",
30/03/2017,13 - 14,14 - 15,"32,43",
30/03/2017,14 - 15,15 - 16,"32,37",
30/03/2017,15 - 16,16 - 17,"32,20",
30/03/2017,16 - 17,17 - 18,"35,02",
30/03/2017,17 - 18,18 - 19,"45,86",
30/03/2017,18 - 19,19 - 20,"48,14",
30/03/2017,19 - 20,20 - 21,"59,93",
30/03/2017,20 - 21,21 - 22,"64,92",
30/03/2017,21 - 22,22 - 23,"37,40",
30/03/2017,22 - 23,23 - 00,"32,30",
31/03/2017,23 - 00,00 - 01,"37,00",
31/03/2017,00 - 01,01 - 02,"30,92",
31/03/2017,01 - 02,02 - 03,"37,06",
31/03/2017,02 - 03,03 - 04,"37,11",
31/03/2017,03 - 04,04 - 05,"32,95",
31/03/2017,04 - 05,05 - 06,"30,00",
31/03/2017,05 - 06,06 - 07,"36,09",
31/03/2017,06 - 07,07 - 08,"43,51",
31/03/2017,07 - 08,08 - 09,"37,49",
31/03/2017,08 - 09,09 - 10,"54,93",
31/03/2017,09 - 10,10 - 11,"54,96",
31/03/2017,10 - 11,11 - 12,"43,82",
31/03/2017,11 - 12,12 - 13,"37,01",
31/03/2017,12 - 13,13 - 14,"34,50",
31/03/2017,13 - 14,14 - 15,"32,75",
31/03/2017,14 - 15,15 - 16,"32,77",
31/03/2017,15 - 16,16 - 17,"31,41",
31/03/2017,16 - 17,17 - 18,"33,40",
31/03/2017,17 - 18,18 - 19,"41,00",
31/03/2017,18 - 19,19 - 20,"48,00",
31/03/2017,19 - 20,20 - 21,"56,98",
31/03/2017,20 - 21,21 - 22,"62,82",
31/03/2017,21 - 22,22 - 23,"42,00",
31/03/2017,22 - 23,23 - 00,"33,41",
01/04/2017,23 - 00,00 - 01,"50,09",
01/04/2017,00 - 01,01 - 02,"36,88",
01/04/2017,01 - 02,02 - 03,"39,96",
01/04/2017,02 - 03,03 - 04,"35,41",
01/04/2017,03 - 04,04 - 05,"31,93",
01/04/2017,04 - 05,05 - 06,"31,91",
01/04/2017,05 - 06,06 - 07,"31,92",
01/04/2017,06 - 07,07 - 08,"36,52",
01/04/2017,07 - 08,08 - 09,"37,10",
01/04/2017,08 - 09,09 - 10,"41,00",
01/04/2017,09 - 10,10 - 11,"53,97",
01/04/2017,10 - 11,11 - 12,"50,00",
01/04/2017,11 - 12,12 - 13,"45,00",
01/04/2017,12 - 13,13 - 14,"41,01",
01/04/2017,13 - 14,14 - 15,"33,52",
01/04/2017,14 - 15,15 - 16,"33,00",
01/04/2017,15 - 16,16 - 17,"30,00",
01/04/2017,16 - 17,17 - 18,"33,73",
01/04/2017,17 - 18,18 - 19,"41,00",
01/04/2017,18 - 19,19 - 20,"48,58",
01/04/2017,19 - 20,20 - 21,"65,00",
01/04/2017,20 - 21,21 - 22,"71,00",
01/04/2017,21 - 22,22 - 23,"44,44",
01/04/2017,22 - 23,23 - 00,"35,95",
02/04/2017,23 - 00,00 - 01,"41,01",
02/04/2017,00 - 01,01 - 02,"32,62",
02/04/2017,01 - 02,02 - 03,"35,00",
02/04/2017,02 - 03,03 - 04,"33,00",
02/04/2017,03 - 04,04 - 05,"28,50",
02/04/2017,04 - 05,05 - 06,"27,94",
02/04/2017,05 - 06,06 - 07,"30,24",
02/04/2017,06 - 07,07 - 08,"36,00",
02/04/2017,07 - 08,08 - 09,"35,94",
02/04/2017,08 - 09,09 - 10,"35,92",
02/04/2017,09 - 10,10 - 11,"42,00",
02/04/2017,10 - 11,11 - 12,"43,06",
02/04/2017,11 - 12,12 - 13,"42,81",
02/04/2017,12 - 13,13 - 14,"38,51",
02/04/2017,13 - 14,14 - 15,"33,33",
02/04/2017,14 - 15,15 - 16,"31,99",
02/04/2017,15 - 16,16 - 17,"32,78",
02/04/2017,16 - 17,17 - 18,"39,00",
02/04/2017,17 - 18,18 - 19,"47,19",
02/04/2017,18 - 19,19 - 20,"49,41",
02/04/2017,19 - 20,20 - 21,"69,51",
02/04/2017,20 - 21,21 - 22,"69,54",
02/04/2017,21 - 22,22 - 23,"41,44",
02/04/2017,22 - 23,23 - 00,"46,00",
03/04/2017,23 - 00,00 - 01,"40,92",
03/04/2017,00 - 01,01 - 02,"29,82",
03/04/2017,01 - 02,02 - 03,"35,50",
03/04/2017,02 - 03,03 - 04,"35,45",
03/04/2017,03 - 04,04 - 05,"30,99",
03/04/2017,04 - 05,05 - 06,"27,86",
03/04/2017,05 - 06,06 - 07,"36,52",
03/04/2017,06 - 07,07 - 08,"43,08",
03/04/2017,07 - 08,08 - 09,"47,22",
03/04/2017,08 - 09,09 - 10,"60,95",
03/04/2017,09 - 10,10 - 11,"56,66",
03/04/2017,10 - 11,11 - 12,"39,58",
03/04/2017,11 - 12,12 - 13,"34,28",
03/04/2017,12 - 13,13 - 14,"32,29",
03/04/2017,13 - 14,14 - 15,"29,00",
03/04/2017,14 - 15,15 - 16,"27,98",
03/04/2017,15 - 16,16 - 17,"30,00",
03/04/2017,16 - 17,17 - 18,"33,62",
03/04/2017,17 - 18,18 - 19,"36,08",
03/04/2017,18 - 19,19 - 20,"39,00",
03/04/2017,19 - 20,20 - 21,"51,92",
03/04/2017,20 - 21,21 - 22,"62,11",
03/04/2017,21 - 22,22 - 23,"38,00",
03/04/2017,22 - 23,23 - 00,"34,00",
04/04/2017,23 - 00,00 - 01,"34,92",
04/04/2017,00 - 01,01 - 02,"34,91",
04/04/2017,01 - 02,02 - 03,"36,01",
04/04/2017,02 - 03,03 - 04,"35,03",
04/04/2017,03 - 04,04 - 05,"33,99",
04/04/2017,04 - 05,05 - 06,"33,04",
04/04/2017,05 - 06,06 - 07,"36,42",
04/04/2017,06 - 07,07 - 08,"44,82",
04/04/2017,07 - 08,08 - 09,"45,71",
04/04/2017,08 - 09,09 - 10,"61,92",
04/04/2017,09 - 10,10 - 11,"58,00",
04/04/2017,10 - 11,11 - 12,"46,82",
04/04/2017,11 - 12,12 - 13,"41,20",
04/04/2017,12 - 13,13 - 14,"35,96",
04/04/2017,13 - 14,14 - 15,"33,62",
04/04/2017,14 - 15,15 - 16,"33,00",
04/04/2017,15 - 16,16 - 17,"32,85",
04/04/2017,16 - 17,17 - 18,"35,03",
04/04/2017,17 - 18,18 - 19,"41,05",
04/04/2017,18 - 19,19 - 20,"48,42",
04/04/2017,19 - 20,20 - 21,"59,97",
04/04/2017,20 - 21,21 - 22,"65,30",
04/04/2017,21 - 22,22 - 23,"42,08",
04/04/2017,22 - 23,23 - 00,"34,07",
05/04/2017,23 - 00,00 - 01,"40,01",
05/04/2017,00 - 01,01 - 02,"35,00",
05/04/2017,01 - 02,02 - 03,"38,61",
05/04/2017,02 - 03,03 - 04,"36,49",
05/04/2017,03 - 04,04 - 05,"32,11",
05/04/2017,04 - 05,05 - 06,"33,97",
05/04/2017,05 - 06,06 - 07,"38,00",
05/04/2017,06 - 07,07 - 08,"41,82",
05/04/2017,07 - 08,08 - 09,"42,12",
05/04/2017,08 - 09,09 - 10,"54,94",
05/04/2017,09 - 10,10 - 11,"53,00",
05/04/2017,10 - 11,11 - 12,"38,94",
05/04/2017,11 - 12,12 - 13,"35,91",
05/04/2017,12 - 13,13 - 14,"39,88",
05/04/2017,13 - 14,14 - 15,"35,62",
05/04/2017,14 - 15,15 - 16,"35,41",
05/04/2017,15 - 16,16 - 17,"35,10",
05/04/2017,16 - 17,17 - 18,"41,44",
05/04/2017,17 - 18,18 - 19,"47,90",
05/04/2017,18 - 19,19 - 20,"54,00",
05/04/2017,19 - 20,20 - 21,"69,55",
05/04/2017,20 - 21,21 - 22,"75,00",
05/04/2017,21 - 22,22 - 23,"52,09",
05/04/2017,22 - 23,23 - 00,"40,06",
06/04/2017,23 - 00,00 - 01,"38,98",
06/04/2017,00 - 01,01 - 02,"35,09",
06/04/2017,01 - 02,02 - 03,"35,07",
06/04/2017,02 - 03,03 - 04,"34,88",
06/04/2017,03 - 04,04 - 05,"34,56",
06/04/2017,04 - 05,05 - 06,"34,21",
06/04/2017,05 - 06,06 - 07,"35,07",
06/04/2017,06 - 07,07 - 08,"41,00",
06/04/2017,07 - 08,08 - 09,"50,01",
06/04/2017,08 - 09,09 - 10,"62,00",
06/04/2017,09 - 10,10 - 11,"60,55",
06/04/2017,10 - 11,11 - 12,"50,55",
06/04/2017,11 - 12,12 - 13,"42,49",
06/04/2017,12 - 13,13 - 14,"35,52",
06/04/2017,13 - 14,14 - 15,"35,00",
06/04/2017,14 - 15,15 - 16,"34,90",
06/04/2017,15 - 16,16 - 17,"34,81",
06/04/2017,16 - 17,17 - 18,"40,00",
06/04/2017,17 - 18,18 - 19,"54,96",
06/04/2017,18 - 19,19 - 20,"62,94",
06/04/2017,19 - 20,20 - 21,"79,00",
06/04/2017,20 - 21,21 - 22,"108,75",
06/04/2017,21 - 22,22 - 23,"59,98",
06/04/2017,22 - 23,23 - 00,"36,02",
07/04/2017,23 - 00,00 - 01,"37,51",
07/04/2017,00 - 01,01 - 02,"34,99",
07/04/2017,01 - 02,02 - 03,"34,82",
07/04/2017,02 - 03,03 - 04,"34,73",
07/04/2017,03 - 04,04 - 05,"34,53",
07/04/2017,04 - 05,05 - 06,"34,55",
07/04/2017,05 - 06,06 - 07,"35,73",
07/04/2017,06 - 07,07 - 08,"41,00",
07/04/2017,07 - 08,08 - 09,"48,38",
07/04/2017,08 - 09,09 - 10,"65,00",
07/04/2017,09 - 10,10 - 11,"61,98",
07/04/2017,10 - 11,11 - 12,"50,01",
07/04/2017,11 - 12,12 - 13,"37,36",
07/04/2017,12 - 13,13 - 14,"35,62",
07/04/2017,13 - 14,14 - 15,"34,73",
07/04/2017,14 - 15,15 - 16,"34,55",
07/04/2017,15 - 16,16 - 17,"34,60",
07/04/2017,16 - 17,17 - 18,"35,90",
07/04/2017,17 - 18,18 - 19,"43,95",
07/04/2017,18 - 19,19 - 20,"49,93",
07/04/2017,19 - 20,20 - 21,"66,20",
07/04/2017,20 - 21,21 - 22,"77,48",
07/04/2017,21 - 22,22 - 23,"44,84",
07/04/2017,22 - 23,23 - 00,"35,03",
08/04/2017,23 - 00,00 - 01,"43,52",
08/04/2017,00 - 01,01 - 02,"37,70",
08/04/2017,01 - 02,02 - 03,"38,79",
08/04/2017,02 - 03,03 - 04,"36,76",
08/04/2017,03 - 04,04 - 05,"35,48",
08/04/2017,04 - 05,05 - 06,"33,41",
08/04/2017,05 - 06,06 - 07,"34,56",
08/04/2017,06 - 07,07 - 08,"34,10",
08/04/2017,07 - 08,08 - 09,"34,78",
08/04/2017,08 - 09,09 - 10,"54,90",
08/04/2017,09 - 10,10 - 11,"59,98",
08/04/2017,10 - 11,11 - 12,"49,70",
08/04/2017,11 - 12,12 - 13,"34,07",
08/04/2017,12 - 13,13 - 14,"31,84",
08/04/2017,13 - 14,14 - 15,"29,92",
08/04/2017,14 - 15,15 - 16,"29,00",
08/04/2017,15 - 16,16 - 17,"29,77",
08/04/2017,16 - 17,17 - 18,"31,99",
08/04/2017,17 - 18,18 - 19,"43,00",
08/04/2017,18 - 19,19 - 20,"51,45",
08/04/2017,19 - 20,20 - 21,"62,00",
08/04/2017,20 - 21,21 - 22,"69,63",
08/04/2017,21 - 22,22 - 23,"52,85",
08/04/2017,22 - 23,23 - 00,"36,00",
09/04/2017,23 - 00,00 - 01,"37,00",
09/04/2017,00 - 01,01 - 02,"35,03",
09/04/2017,01 - 02,02 - 03,"34,09",
09/04/2017,02 - 03,03 - 04,"35,71",
09/04/2017,03 - 04,04 - 05,"34,00",
09/04/2017,04 - 05,05 - 06,"33,80",
09/04/2017,05 - 06,06 - 07,"33,05",
09/04/2017,06 - 07,07 - 08,"34,92",
09/04/2017,07 - 08,08 - 09,"34,94",
09/04/2017,08 - 09,09 - 10,"38,20",
09/04/2017,09 - 10,10 - 11,"51,91",
09/04/2017,10 - 11,11 - 12,"50,01",
09/04/2017,11 - 12,12 - 13,"42,87",
09/04/2017,12 - 13,13 - 14,"34,60",
09/04/2017,13 - 14,14 - 15,"28,80",
09/04/2017,14 - 15,15 - 16,"25,00",
09/04/2017,15 - 16,16 - 17,"26,80",
09/04/2017,16 - 17,17 - 18,"26,80",
09/04/2017,17 - 18,18 - 19,"34,51",
09/04/2017,18 - 19,19 - 20,"42,97",
09/04/2017,19 - 20,20 - 21,"54,95",
09/04/2017,20 - 21,21 - 22,"66,34",
09/04/2017,21 - 22,22 - 23,"54,93",
09/04/2017,22 - 23,23 - 00,"34,54",
10/04/2017,23 - 00,00 - 01,"33,95",
10/04/2017,00 - 01,01 - 02,"23,93",
10/04/2017,01 - 02,02 - 03,"34,00",
10/04/2017,02 - 03,03 - 04,"35,44",
10/04/2017,03 - 04,04 - 05,"33,92",
10/04/2017,04 - 05,05 - 06,"34,00",
10/04/2017,05 - 06,06 - 07,"37,00",
10/04/2017,06 - 07,07 - 08,"50,60",
10/04/2017,07 - 08,08 - 09,"35,41",
10/04/2017,08 - 09,09 - 10,"44,80",
10/04/2017,09 - 10,10 - 11,"49,60",
10/04/2017,10 - 11,11 - 12,"42,00",
10/04/2017,11 - 12,12 - 13,"37,22",
10/04/2017,12 - 13,13 - 14,"36,50",
10/04/2017,13 - 14,14 - 15,"34,59",
10/04/2017,14 - 15,15 - 16,"34,00",
10/04/2017,15 - 16,16 - 17,"34,00",
10/04/2017,16 - 17,17 - 18,"37,25",
10/04/2017,17 - 18,18 - 19,"45,91",
10/04/2017,18 - 19,19 - 20,"54,72",
10/04/2017,19 - 20,20 - 21,"60,91",
10/04/2017,20 - 21,21 - 22,"69,99",
10/04/2017,21 - 22,22 - 23,"52,00",
10/04/2017,22 - 23,23 - 00,"34,50",
11/04/2017,23 - 00,00 - 01,"43,04",
11/04/2017,00 - 01,01 - 02,"34,30",
11/04/2017,01 - 02,02 - 03,"38,34",
11/04/2017,02 - 03,03 - 04,"34,55",
11/04/2017,03 - 04,04 - 05,"31,99",
11/04/2017,04 - 05,05 - 06,"30,20",
11/04/2017,05 - 06,06 - 07,"33,35",
11/04/2017,06 - 07,07 - 08,"41,05",
11/04/2017,07 - 08,08 - 09,"45,73",
11/04/2017,08 - 09,09 - 10,"57,18",
11/04/2017,09 - 10,10 - 11,"55,98",
11/04/2017,10 - 11,11 - 12,"43,02",
11/04/2017,11 - 12,12 - 13,"36,55",
11/04/2017,12 - 13,13 - 14,"33,56",
11/04/2017,13 - 14,14 - 15,"32,54",
11/04/2017,14 - 15,15 - 16,"31,51",
11/04/2017,15 - 16,16 - 17,"32,07",
11/04/2017,16 - 17,17 - 18,"33,55",
11/04/2017,17 - 18,18 - 19,"35,61",
11/04/2017,18 - 19,19 - 20,"40,00",
11/04/2017,19 - 20,20 - 21,"49,55",
11/04/2017,20 - 21,21 - 22,"59,00",
11/04/2017,21 - 22,22 - 23,"38,80",
11/04/2017,22 - 23,23 - 00,"29,98",
12/04/2017,23 - 00,00 - 01,"37,54",
12/04/2017,00 - 01,01 - 02,"32,24",
12/04/2017,01 - 02,02 - 03,"39,31",
12/04/2017,02 - 03,03 - 04,"35,99",
12/04/2017,03 - 04,04 - 05,"31,91",
12/04/2017,04 - 05,05 - 06,"31,00",
12/04/2017,05 - 06,06 - 07,"36,93",
12/04/2017,06 - 07,07 - 08,"40,01",
12/04/2017,07 - 08,08 - 09,"43,67",
12/04/2017,08 - 09,09 - 10,"47,18",
12/04/2017,09 - 10,10 - 11,"53,52",
12/04/2017,10 - 11,11 - 12,"40,00",
12/04/2017,11 - 12,12 - 13,"38,00",
12/04/2017,12 - 13,13 - 14,"36,00",
12/04/2017,13 - 14,14 - 15,"31,00",
12/04/2017,14 - 15,15 - 16,"29,97",
12/04/2017,15 - 16,16 - 17,"29,94",
12/04/2017,16 - 17,17 - 18,"33,71",
12/04/2017,17 - 18,18 - 19,"38,10",
12/04/2017,18 - 19,19 - 20,"42,78",
12/04/2017,19 - 20,20 - 21,"55,93",
12/04/2017,20 - 21,21 - 22,"65,99",
12/04/2017,21 - 22,22 - 23,"50,00",
12/04/2017,22 - 23,23 - 00,"35,51",
13/04/2017,23 - 00,00 - 01,"34,01",
13/04/2017,00 - 01,01 - 02,"29,82",
13/04/2017,01 - 02,02 - 03,"32,98",
13/04/2017,02 - 03,03 - 04,"32,02",
13/04/2017,03 - 04,04 - 05,"30,99",
13/04/2017,04 - 05,05 - 06,"31,00",
13/04/2017,05 - 06,06 - 07,"36,06",
13/04/2017,06 - 07,07 - 08,"42,20",
13/04/2017,07 - 08,08 - 09,"36,77",
13/04/2017,08 - 09,09 - 10,"43,37",
13/04/2017,09 - 10,10 - 11,"48,48",
13/04/2017,10 - 11,11 - 12,"40,00",
13/04/2017,11 - 12,12 - 13,"39,80",
13/04/2017,12 - 13,13 - 14,"35,37",
13/04/2017,13 - 14,14 - 15,"32,71",
13/04/2017,14 - 15,15 - 16,"32,53",
13/04/2017,15 - 16,16 - 17,"32,05",
13/04/2017,16 - 17,17 - 18,"34,09",
13/04/2017,17 - 18,18 - 19,"48,10",
13/04/2017,18 - 19,19 - 20,"53,75",
13/04/2017,19 - 20,20 - 21,"55,91",
13/04/2017,20 - 21,21 - 22,"63,53",
13/04/2017,21 - 22,22 - 23,"48,82",
13/04/2017,22 - 23,23 - 00,"33,91",
14/04/2017,23 - 00,00 - 01,"42,54",
14/04/2017,00 - 01,01 - 02,"36,86",
14/04/2017,01 - 02,02 - 03,"38,22",
14/04/2017,02 - 03,03 - 04,"38,00",
14/04/2017,03 - 04,04 - 05,"35,64",
14/04/2017,04 - 05,05 - 06,"33,29",
14/04/2017,05 - 06,06 - 07,"34,46",
14/04/2017,06 - 07,07 - 08,"36,99",
14/04/2017,07 - 08,08 - 09,"36,98",
14/04/2017,08 - 09,09 - 10,"49,75",
14/04/2017,09 - 10,10 - 11,"54,91",
14/04/2017,10 - 11,11 - 12,"53,91",
14/04/2017,11 - 12,12 - 13,"41,97",
14/04/2017,12 - 13,13 - 14,"40,00",
14/04/2017,13 - 14,14 - 15,"33,01",
14/04/2017,14 - 15,15 - 16,"30,29",
14/04/2017,15 - 16,16 - 17,"30,29",
14/04/2017,16 - 17,17 - 18,"32,01",
14/04/2017,17 - 18,18 - 19,"38,10",
14/04/2017,18 - 19,19 - 20,"42,00",
14/04/2017,19 - 20,20 - 21,"45,03",
14/04/2017,20 - 21,21 - 22,"51,10",
14/04/2017,21 - 22,22 - 23,"42,00",
14/04/2017,22 - 23,23 - 00,"34,40",
15/04/2017,23 - 00,00 - 01,"48,00",
15/04/2017,00 - 01,01 - 02,"40,00",
15/04/2017,01 - 02,02 - 03,"40,00",
15/04/2017,02 - 03,03 - 04,"34,48",
15/04/2017,03 - 04,04 - 05,"33,45",
15/04/2017,04 - 05,05 - 06,"32,08",
15/04/2017,05 - 06,06 - 07,"33,41",
15/04/2017,06 - 07,07 - 08,"33,47",
15/04/2017,07 - 08,08 - 09,"36,31",
15/04/2017,08 - 09,09 - 10,"36,72",
15/04/2017,09 - 10,10 - 11,"48,04",
15/04/2017,10 - 11,11 - 12,"39,93",
15/04/2017,11 - 12,12 - 13,"35,03",
15/04/2017,12 - 13,13 - 14,"32,00",
15/04/2017,13 - 14,14 - 15,"32,00",
15/04/2017,14 - 15,15 - 16,"29,99",
15/04/2017,15 - 16,16 - 17,"29,88",
15/04/2017,16 - 17,17 - 18,"35,00",
15/04/2017,17 - 18,18 - 19,"34,96",
15/04/2017,18 - 19,19 - 20,"44,88",
15/04/2017,19 - 20,20 - 21,"54,98",
15/04/2017,20 - 21,21 - 22,"65,88",
15/04/2017,21 - 22,22 - 23,"58,01",
15/04/2017,22 - 23,23 - 00,"39,98",
16/04/2017,23 - 00,00 - 01,"47,00",
16/04/2017,00 - 01,01 - 02,"34,25",
16/04/2017,01 - 02,02 - 03,"44,56",
16/04/2017,02 - 03,03 - 04,"37,32",
16/04/2017,03 - 04,04 - 05,"35,01",
16/04/2017,04 - 05,05 - 06,"34,94",
16/04/2017,05 - 06,06 - 07,"34,93",
16/04/2017,06 - 07,07 - 08,"34,99",
16/04/2017,07 - 08,08 - 09,"30,00",
16/04/2017,08 - 09,09 - 10,"33,05",
16/04/2017,09 - 10,10 - 11,"40,32",
16/04/2017,10 - 11,11 - 12,"37,42",
16/04/2017,11 - 12,12 - 13,"38,56",
16/04/2017,12 - 13,13 - 14,"54,00",
16/04/2017,13 - 14,14 - 15,"39,60",
16/04/2017,14 - 15,15 - 16,"33,09",
16/04/2017,15 - 16,16 - 17,"31,52",
16/04/2017,16 - 17,17 - 18,"40,56",
16/04/2017,17 - 18,18 - 19,"51,15",
16/04/2017,18 - 19,19 - 20,"44,60",
16/04/2017,19 - 20,20 - 21,"55,20",
16/04/2017,20 - 21,21 - 22,"68,12",
16/04/2017,21 - 22,22 - 23,"57,61",
16/04/2017,22 - 23,23 - 00,"59,99",
17/04/2017,23 - 00,00 - 01,"40,35",
17/04/2017,00 - 01,01 - 02,"35,98",
17/04/2017,01 - 02,02 - 03,"37,28",
17/04/2017,02 - 03,03 - 04,"34,53",
17/04/2017,03 - 04,04 - 05,"33,04",
17/04/2017,04 - 05,05 - 06,"33,01",
17/04/2017,05 - 06,06 - 07,"33,86",
17/04/2017,06 - 07,07 - 08,"40,53",
17/04/2017,07 - 08,08 - 09,"33,00",
17/04/2017,08 - 09,09 - 10,"33,80",
17/04/2017,09 - 10,10 - 11,"40,62",
17/04/2017,10 - 11,11 - 12,"41,80",
17/04/2017,11 - 12,12 - 13,"47,32",
17/04/2017,12 - 13,13 - 14,"36,29",
17/04/2017,13 - 14,14 - 15,"32,84",
17/04/2017,14 - 15,15 - 16,"30,82",
17/04/2017,15 - 16,16 - 17,"24,98",
17/04/2017,16 - 17,17 - 18,"33,05",
17/04/2017,17 - 18,18 - 19,"40,30",
17/04/2017,18 - 19,19 - 20,"50,00",
17/04/2017,19 - 20,20 - 21,"55,00",
17/04/2017,20 - 21,21 - 22,"61,35",
17/04/2017,21 - 22,22 - 23,"49,31",
17/04/2017,22 - 23,23 - 00,"32,00",
18/04/2017,23 - 00,00 - 01,"40,02",
18/04/2017,00 - 01,01 - 02,"32,79",
18/04/2017,01 - 02,02 - 03,"34,48",
18/04/2017,02 - 03,03 - 04,"34,49",
18/04/2017,03 - 04,04 - 05,"32,78",
18/04/2017,04 - 05,05 - 06,"31,83",
18/04/2017,05 - 06,06 - 07,"34,90",
18/04/2017,06 - 07,07 - 08,"43,08",
18/04/2017,07 - 08,08 - 09,"40,98",
18/04/2017,08 - 09,09 - 10,"46,16",
18/04/2017,09 - 10,10 - 11,"44,77",
18/04/2017,10 - 11,11 - 12,"34,60",
18/04/2017,11 - 12,12 - 13,"33,01",
18/04/2017,12 - 13,13 - 14,"32,52",
18/04/2017,13 - 14,14 - 15,"31,85",
18/04/2017,14 - 15,15 - 16,"31,79",
18/04/2017,15 - 16,16 - 17,"32,75",
18/04/2017,16 - 17,17 - 18,"36,86",
18/04/2017,17 - 18,18 - 19,"49,01",
18/04/2017,18 - 19,19 - 20,"50,35",
18/04/2017,19 - 20,20 - 21,"55,55",
18/04/2017,20 - 21,21 - 22,"68,65",
18/04/2017,21 - 22,22 - 23,"51,96",
18/04/2017,22 - 23,23 - 00,"34,16",
19/04/2017,23 - 00,00 - 01,"36,49",
19/04/2017,00 - 01,01 - 02,"29,96",
19/04/2017,01 - 02,02 - 03,"33,65",
19/04/2017,02 - 03,03 - 04,"34,00",
19/04/2017,03 - 04,04 - 05,"32,87",
19/04/2017,04 - 05,05 - 06,"32,01",
19/04/2017,05 - 06,06 - 07,"34,09",
19/04/2017,06 - 07,07 - 08,"41,08",
19/04/2017,07 - 08,08 - 09,"45,13",
19/04/2017,08 - 09,09 - 10,"50,00",
19/04/2017,09 - 10,10 - 11,"48,50",
19/04/2017,10 - 11,11 - 12,"39,55",
19/04/2017,11 - 12,12 - 13,"34,83",
19/04/2017,12 - 13,13 - 14,"34,00",
19/04/2017,13 - 14,14 - 15,"32,86",
19/04/2017,14 - 15,15 - 16,"32,41",
19/04/2017,15 - 16,16 - 17,"33,05",
19/04/2017,16 - 17,17 - 18,"37,37",
19/04/2017,17 - 18,18 - 19,"47,89",
19/04/2017,18 - 19,19 - 20,"44,98",
19/04/2017,19 - 20,20 - 21,"54,55",
19/04/2017,20 - 21,21 - 22,"61,55",
19/04/2017,21 - 22,22 - 23,"46,63",
19/04/2017,22 - 23,23 - 00,"33,00",
20/04/2017,23 - 00,00 - 01,"39,97",
20/04/2017,00 - 01,01 - 02,"34,14",
20/04/2017,01 - 02,02 - 03,"33,57",
20/04/2017,02 - 03,03 - 04,"33,55",
20/04/2017,03 - 04,04 - 05,"31,79",
20/04/2017,04 - 05,05 - 06,"31,53",
20/04/2017,05 - 06,06 - 07,"36,19",
20/04/2017,06 - 07,07 - 08,"41,39",
20/04/2017,07 - 08,08 - 09,"44,78",
20/04/2017,08 - 09,09 - 10,"54,80",
20/04/2017,09 - 10,10 - 11,"55,00",
20/04/2017,10 - 11,11 - 12,"46,07",
20/04/2017,11 - 12,12 - 13,"41,55",
20/04/2017,12 - 13,13 - 14,"39,41",
20/04/2017,13 - 14,14 - 15,"34,88",
