date,hour,CET/CEST time,price_sterling,
13/10/2018,08 - 09,09 - 10,"65,53",
13/10/2018,09 - 10,10 - 11,"77,10",
13/10/2018,10 - 11,11 - 12,"76,61",
13/10/2018,11 - 12,12 - 13,"68,00",
13/10/2018,12 - 13,13 - 14,"54,00",
13/10/2018,13 - 14,14 - 15,"47,92",
13/10/2018,14 - 15,15 - 16,"41,17",
13/10/2018,15 - 16,16 - 17,"47,40",
13/10/2018,16 - 17,17 - 18,"54,25",
13/10/2018,17 - 18,18 - 19,"59,96",
13/10/2018,18 - 19,19 - 20,"88,00",
13/10/2018,19 - 20,20 - 21,"87,40",
13/10/2018,20 - 21,21 - 22,"70,00",
13/10/2018,21 - 22,22 - 23,"58,83",
13/10/2018,22 - 23,23 - 00,"56,32",
14/10/2018,23 - 00,00 - 01,"49,92",
14/10/2018,00 - 01,01 - 02,"53,02",
14/10/2018,01 - 02,02 - 03,"55,00",
14/10/2018,02 - 03,03 - 04,"58,00",
14/10/2018,03 - 04,04 - 05,"62,10",
14/10/2018,04 - 05,05 - 06,"66,83",
14/10/2018,05 - 06,06 - 07,"74,00",
14/10/2018,06 - 07,07 - 08,"75,00",
14/10/2018,07 - 08,08 - 09,"53,97",
14/10/2018,08 - 09,09 - 10,"55,98",
14/10/2018,09 - 10,10 - 11,"61,36",
14/10/2018,10 - 11,11 - 12,"73,40",
14/10/2018,11 - 12,12 - 13,"76,00",
14/10/2018,12 - 13,13 - 14,"80,00",
14/10/2018,13 - 14,14 - 15,"68,00",
14/10/2018,14 - 15,15 - 16,"59,27",
14/10/2018,15 - 16,16 - 17,"55,60",
14/10/2018,16 - 17,17 - 18,"64,50",
14/10/2018,17 - 18,18 - 19,"79,54",
14/10/2018,18 - 19,19 - 20,"92,70",
14/10/2018,19 - 20,20 - 21,"91,51",
14/10/2018,20 - 21,21 - 22,"78,99",
14/10/2018,21 - 22,22 - 23,"68,74",
14/10/2018,22 - 23,23 - 00,"57,93",
15/10/2018,23 - 00,00 - 01,"63,22",
15/10/2018,00 - 01,01 - 02,"55,72",
15/10/2018,01 - 02,02 - 03,"62,00",
15/10/2018,02 - 03,03 - 04,"57,98",
15/10/2018,03 - 04,04 - 05,"52,00",
15/10/2018,04 - 05,05 - 06,"52,00",
15/10/2018,05 - 06,06 - 07,"61,51",
15/10/2018,06 - 07,07 - 08,"71,19",
15/10/2018,07 - 08,08 - 09,"70,89",
15/10/2018,08 - 09,09 - 10,"74,42",
15/10/2018,09 - 10,10 - 11,"72,91",
15/10/2018,10 - 11,11 - 12,"72,79",
15/10/2018,11 - 12,12 - 13,"67,24",
15/10/2018,12 - 13,13 - 14,"62,77",
15/10/2018,13 - 14,14 - 15,"62,45",
15/10/2018,14 - 15,15 - 16,"63,19",
15/10/2018,15 - 16,16 - 17,"64,00",
15/10/2018,16 - 17,17 - 18,"72,00",
15/10/2018,17 - 18,18 - 19,"81,28",
15/10/2018,18 - 19,19 - 20,"96,92",
15/10/2018,19 - 20,20 - 21,"90,00",
15/10/2018,20 - 21,21 - 22,"71,84",
15/10/2018,21 - 22,22 - 23,"63,19",
15/10/2018,22 - 23,23 - 00,"57,08",
16/10/2018,23 - 00,00 - 01,"66,90",
16/10/2018,00 - 01,01 - 02,"57,42",
16/10/2018,01 - 02,02 - 03,"56,53",
16/10/2018,02 - 03,03 - 04,"55,80",
16/10/2018,03 - 04,04 - 05,"54,92",
16/10/2018,04 - 05,05 - 06,"53,15",
16/10/2018,05 - 06,06 - 07,"65,59",
16/10/2018,06 - 07,07 - 08,"74,86",
16/10/2018,07 - 08,08 - 09,"81,77",
16/10/2018,08 - 09,09 - 10,"77,58",
16/10/2018,09 - 10,10 - 11,"71,59",
16/10/2018,10 - 11,11 - 12,"66,99",
16/10/2018,11 - 12,12 - 13,"64,13",
16/10/2018,12 - 13,13 - 14,"63,00",
16/10/2018,13 - 14,14 - 15,"59,00",
16/10/2018,14 - 15,15 - 16,"59,00",
16/10/2018,15 - 16,16 - 17,"57,99",
16/10/2018,16 - 17,17 - 18,"69,18",
16/10/2018,17 - 18,18 - 19,"77,44",
16/10/2018,18 - 19,19 - 20,"90,47",
16/10/2018,19 - 20,20 - 21,"80,65",
16/10/2018,20 - 21,21 - 22,"68,12",
16/10/2018,21 - 22,22 - 23,"64,00",
16/10/2018,22 - 23,23 - 00,"60,25",
17/10/2018,23 - 00,00 - 01,"57,41",
17/10/2018,00 - 01,01 - 02,"53,70",
17/10/2018,01 - 02,02 - 03,"53,81",
17/10/2018,02 - 03,03 - 04,"53,67",
17/10/2018,03 - 04,04 - 05,"53,37",
17/10/2018,04 - 05,05 - 06,"53,69",
17/10/2018,05 - 06,06 - 07,"66,18",
17/10/2018,06 - 07,07 - 08,"79,82",
17/10/2018,07 - 08,08 - 09,"77,21",
17/10/2018,08 - 09,09 - 10,"78,10",
17/10/2018,09 - 10,10 - 11,"72,26",
17/10/2018,10 - 11,11 - 12,"67,10",
17/10/2018,11 - 12,12 - 13,"64,43",
17/10/2018,12 - 13,13 - 14,"63,93",
17/10/2018,13 - 14,14 - 15,"61,99",
17/10/2018,14 - 15,15 - 16,"61,64",
17/10/2018,15 - 16,16 - 17,"68,59",
17/10/2018,16 - 17,17 - 18,"74,58",
17/10/2018,17 - 18,18 - 19,"80,87",
17/10/2018,18 - 19,19 - 20,"101,30",
17/10/2018,19 - 20,20 - 21,"78,00",
17/10/2018,20 - 21,21 - 22,"67,95",
17/10/2018,21 - 22,22 - 23,"62,29",
17/10/2018,22 - 23,23 - 00,"55,77",
18/10/2018,23 - 00,00 - 01,"57,04",
18/10/2018,00 - 01,01 - 02,"53,31",
18/10/2018,01 - 02,02 - 03,"53,00",
18/10/2018,02 - 03,03 - 04,"53,04",
18/10/2018,03 - 04,04 - 05,"50,74",
18/10/2018,04 - 05,05 - 06,"50,09",
18/10/2018,05 - 06,06 - 07,"55,00",
18/10/2018,06 - 07,07 - 08,"67,00",
18/10/2018,07 - 08,08 - 09,"75,28",
18/10/2018,08 - 09,09 - 10,"77,50",
18/10/2018,09 - 10,10 - 11,"72,67",
18/10/2018,10 - 11,11 - 12,"67,10",
18/10/2018,11 - 12,12 - 13,"63,19",
18/10/2018,12 - 13,13 - 14,"62,11",
18/10/2018,13 - 14,14 - 15,"57,80",
18/10/2018,14 - 15,15 - 16,"56,33",
18/10/2018,15 - 16,16 - 17,"56,33",
18/10/2018,16 - 17,17 - 18,"73,01",
18/10/2018,17 - 18,18 - 19,"81,60",
18/10/2018,18 - 19,19 - 20,"104,90",
18/10/2018,19 - 20,20 - 21,"94,93",
18/10/2018,20 - 21,21 - 22,"63,95",
18/10/2018,21 - 22,22 - 23,"58,00",
18/10/2018,22 - 23,23 - 00,"57,88",
19/10/2018,23 - 00,00 - 01,"58,13",
19/10/2018,00 - 01,01 - 02,"53,59",
19/10/2018,01 - 02,02 - 03,"54,06",
19/10/2018,02 - 03,03 - 04,"53,00",
19/10/2018,03 - 04,04 - 05,"52,17",
19/10/2018,04 - 05,05 - 06,"51,97",
19/10/2018,05 - 06,06 - 07,"55,26",
19/10/2018,06 - 07,07 - 08,"69,49",
19/10/2018,07 - 08,08 - 09,"75,63",
19/10/2018,08 - 09,09 - 10,"75,80",
19/10/2018,09 - 10,10 - 11,"73,70",
19/10/2018,10 - 11,11 - 12,"67,62",
19/10/2018,11 - 12,12 - 13,"62,00",
19/10/2018,12 - 13,13 - 14,"55,93",
19/10/2018,13 - 14,14 - 15,"54,78",
19/10/2018,14 - 15,15 - 16,"54,79",
19/10/2018,15 - 16,16 - 17,"55,92",
19/10/2018,16 - 17,17 - 18,"66,35",
19/10/2018,17 - 18,18 - 19,"74,24",
19/10/2018,18 - 19,19 - 20,"100,07",
19/10/2018,19 - 20,20 - 21,"90,00",
19/10/2018,20 - 21,21 - 22,"62,49",
19/10/2018,21 - 22,22 - 23,"60,00",
19/10/2018,22 - 23,23 - 00,"55,62",
20/10/2018,23 - 00,00 - 01,"70,27",
20/10/2018,00 - 01,01 - 02,"60,00",
20/10/2018,01 - 02,02 - 03,"60,00",
20/10/2018,02 - 03,03 - 04,"55,01",
20/10/2018,03 - 04,04 - 05,"54,00",
20/10/2018,04 - 05,05 - 06,"51,71",
20/10/2018,05 - 06,06 - 07,"51,80",
20/10/2018,06 - 07,07 - 08,"54,59",
20/10/2018,07 - 08,08 - 09,"59,08",
20/10/2018,08 - 09,09 - 10,"74,00",
20/10/2018,09 - 10,10 - 11,"80,00",
20/10/2018,10 - 11,11 - 12,"73,30",
20/10/2018,11 - 12,12 - 13,"66,60",
20/10/2018,12 - 13,13 - 14,"58,80",
20/10/2018,13 - 14,14 - 15,"54,30",
20/10/2018,14 - 15,15 - 16,"52,80",
20/10/2018,15 - 16,16 - 17,"55,00",
20/10/2018,16 - 17,17 - 18,"55,45",
20/10/2018,17 - 18,18 - 19,"73,61",
20/10/2018,18 - 19,19 - 20,"100,00",
20/10/2018,19 - 20,20 - 21,"82,90",
20/10/2018,20 - 21,21 - 22,"72,00",
20/10/2018,21 - 22,22 - 23,"63,00",
20/10/2018,22 - 23,23 - 00,"54,72",
21/10/2018,23 - 00,00 - 01,"72,00",
21/10/2018,00 - 01,01 - 02,"66,77",
21/10/2018,01 - 02,02 - 03,"68,02",
21/10/2018,02 - 03,03 - 04,"60,88",
21/10/2018,03 - 04,04 - 05,"53,80",
21/10/2018,04 - 05,05 - 06,"49,91",
21/10/2018,05 - 06,06 - 07,"50,07",
21/10/2018,06 - 07,07 - 08,"54,00",
21/10/2018,07 - 08,08 - 09,"54,30",
21/10/2018,08 - 09,09 - 10,"65,03",
21/10/2018,09 - 10,10 - 11,"63,73",
21/10/2018,10 - 11,11 - 12,"69,70",
21/10/2018,11 - 12,12 - 13,"63,86",
21/10/2018,12 - 13,13 - 14,"62,70",
21/10/2018,13 - 14,14 - 15,"55,00",
21/10/2018,14 - 15,15 - 16,"53,80",
21/10/2018,15 - 16,16 - 17,"59,33",
21/10/2018,16 - 17,17 - 18,"60,20",
21/10/2018,17 - 18,18 - 19,"74,00",
21/10/2018,18 - 19,19 - 20,"99,93",
21/10/2018,19 - 20,20 - 21,"88,98",
21/10/2018,20 - 21,21 - 22,"66,00",
21/10/2018,21 - 22,22 - 23,"59,00",
21/10/2018,22 - 23,23 - 00,"54,00",
22/10/2018,23 - 00,00 - 01,"57,50",
22/10/2018,00 - 01,01 - 02,"50,54",
22/10/2018,01 - 02,02 - 03,"50,05",
22/10/2018,02 - 03,03 - 04,"53,20",
22/10/2018,03 - 04,04 - 05,"51,86",
22/10/2018,04 - 05,05 - 06,"56,80",
22/10/2018,05 - 06,06 - 07,"58,95",
22/10/2018,06 - 07,07 - 08,"68,29",
22/10/2018,07 - 08,08 - 09,"69,40",
22/10/2018,08 - 09,09 - 10,"79,96",
22/10/2018,09 - 10,10 - 11,"78,99",
22/10/2018,10 - 11,11 - 12,"68,00",
22/10/2018,11 - 12,12 - 13,"61,85",
22/10/2018,12 - 13,13 - 14,"56,24",
22/10/2018,13 - 14,14 - 15,"53,50",
22/10/2018,14 - 15,15 - 16,"53,09",
22/10/2018,15 - 16,16 - 17,"54,54",
22/10/2018,16 - 17,17 - 18,"62,96",
22/10/2018,17 - 18,18 - 19,"80,28",
22/10/2018,18 - 19,19 - 20,"101,00",
22/10/2018,19 - 20,20 - 21,"83,97",
22/10/2018,20 - 21,21 - 22,"61,11",
22/10/2018,21 - 22,22 - 23,"54,02",
22/10/2018,22 - 23,23 - 00,"49,80",
23/10/2018,23 - 00,00 - 01,"50,00",
23/10/2018,00 - 01,01 - 02,"47,79",
23/10/2018,01 - 02,02 - 03,"45,29",
23/10/2018,02 - 03,03 - 04,"40,86",
23/10/2018,03 - 04,04 - 05,"35,75",
23/10/2018,04 - 05,05 - 06,"44,28",
23/10/2018,05 - 06,06 - 07,"49,14",
23/10/2018,06 - 07,07 - 08,"65,30",
23/10/2018,07 - 08,08 - 09,"69,33",
23/10/2018,08 - 09,09 - 10,"72,00",
23/10/2018,09 - 10,10 - 11,"65,61",
23/10/2018,10 - 11,11 - 12,"63,24",
23/10/2018,11 - 12,12 - 13,"59,39",
23/10/2018,12 - 13,13 - 14,"58,27",
23/10/2018,13 - 14,14 - 15,"53,51",
23/10/2018,14 - 15,15 - 16,"52,00",
23/10/2018,15 - 16,16 - 17,"53,52",
23/10/2018,16 - 17,17 - 18,"58,01",
23/10/2018,17 - 18,18 - 19,"73,80",
23/10/2018,18 - 19,19 - 20,"95,10",
23/10/2018,19 - 20,20 - 21,"80,00",
23/10/2018,20 - 21,21 - 22,"61,29",
23/10/2018,21 - 22,22 - 23,"61,10",
23/10/2018,22 - 23,23 - 00,"54,00",
24/10/2018,23 - 00,00 - 01,"50,52",
24/10/2018,00 - 01,01 - 02,"46,34",
24/10/2018,01 - 02,02 - 03,"44,50",
24/10/2018,02 - 03,03 - 04,"39,51",
24/10/2018,03 - 04,04 - 05,"39,97",
24/10/2018,04 - 05,05 - 06,"45,71",
24/10/2018,05 - 06,06 - 07,"54,60",
24/10/2018,06 - 07,07 - 08,"70,40",
24/10/2018,07 - 08,08 - 09,"66,71",
24/10/2018,08 - 09,09 - 10,"70,84",
24/10/2018,09 - 10,10 - 11,"68,57",
24/10/2018,10 - 11,11 - 12,"66,43",
24/10/2018,11 - 12,12 - 13,"64,41",
24/10/2018,12 - 13,13 - 14,"61,42",
24/10/2018,13 - 14,14 - 15,"57,77",
24/10/2018,14 - 15,15 - 16,"56,70",
24/10/2018,15 - 16,16 - 17,"58,66",
24/10/2018,16 - 17,17 - 18,"61,30",
24/10/2018,17 - 18,18 - 19,"75,11",
24/10/2018,18 - 19,19 - 20,"93,60",
24/10/2018,19 - 20,20 - 21,"79,70",
24/10/2018,20 - 21,21 - 22,"66,28",
24/10/2018,21 - 22,22 - 23,"62,00",
24/10/2018,22 - 23,23 - 00,"60,44",
25/10/2018,23 - 00,00 - 01,"58,79",
25/10/2018,00 - 01,01 - 02,"51,50",
25/10/2018,01 - 02,02 - 03,"51,16",
25/10/2018,02 - 03,03 - 04,"51,14",
25/10/2018,03 - 04,04 - 05,"47,91",
25/10/2018,04 - 05,05 - 06,"51,15",
25/10/2018,05 - 06,06 - 07,"59,48",
25/10/2018,06 - 07,07 - 08,"70,00",
25/10/2018,07 - 08,08 - 09,"72,10",
25/10/2018,08 - 09,09 - 10,"74,00",
25/10/2018,09 - 10,10 - 11,"73,52",
25/10/2018,10 - 11,11 - 12,"69,00",
25/10/2018,11 - 12,12 - 13,"67,99",
25/10/2018,12 - 13,13 - 14,"63,97",
25/10/2018,13 - 14,14 - 15,"62,82",
25/10/2018,14 - 15,15 - 16,"60,52",
25/10/2018,15 - 16,16 - 17,"60,39",
25/10/2018,16 - 17,17 - 18,"67,03",
25/10/2018,17 - 18,18 - 19,"76,83",
25/10/2018,18 - 19,19 - 20,"87,03",
25/10/2018,19 - 20,20 - 21,"73,52",
25/10/2018,20 - 21,21 - 22,"65,35",
25/10/2018,21 - 22,22 - 23,"62,45",
25/10/2018,22 - 23,23 - 00,"59,56",
26/10/2018,23 - 00,00 - 01,"61,22",
26/10/2018,00 - 01,01 - 02,"53,96",
26/10/2018,01 - 02,02 - 03,"52,77",
26/10/2018,02 - 03,03 - 04,"49,31",
26/10/2018,03 - 04,04 - 05,"45,60",
26/10/2018,04 - 05,05 - 06,"52,11",
26/10/2018,05 - 06,06 - 07,"60,64",
26/10/2018,06 - 07,07 - 08,"68,49",
26/10/2018,07 - 08,08 - 09,"73,46",
26/10/2018,08 - 09,09 - 10,"79,79",
26/10/2018,09 - 10,10 - 11,"77,91",
26/10/2018,10 - 11,11 - 12,"71,49",
26/10/2018,11 - 12,12 - 13,"66,34",
26/10/2018,12 - 13,13 - 14,"64,10",
26/10/2018,13 - 14,14 - 15,"55,44",
26/10/2018,14 - 15,15 - 16,"53,10",
26/10/2018,15 - 16,16 - 17,"53,81",
26/10/2018,16 - 17,17 - 18,"60,14",
26/10/2018,17 - 18,18 - 19,"68,40",
26/10/2018,18 - 19,19 - 20,"79,05",
26/10/2018,19 - 20,20 - 21,"69,65",
26/10/2018,20 - 21,21 - 22,"61,72",
26/10/2018,21 - 22,22 - 23,"59,75",
26/10/2018,22 - 23,23 - 00,"55,29",
27/10/2018,23 - 00,00 - 01,"62,22",
27/10/2018,00 - 01,01 - 02,"58,60",
27/10/2018,01 - 02,02 - 03,"56,00",
27/10/2018,02 - 03,03 - 04,"57,00",
27/10/2018,03 - 04,04 - 05,"49,61",
27/10/2018,04 - 05,05 - 06,"48,27",
27/10/2018,05 - 06,06 - 07,"56,73",
27/10/2018,06 - 07,07 - 08,"58,00",
27/10/2018,07 - 08,08 - 09,"55,53",
27/10/2018,08 - 09,09 - 10,"63,77",
27/10/2018,09 - 10,10 - 11,"67,31",
27/10/2018,10 - 11,11 - 12,"66,86",
27/10/2018,11 - 12,12 - 13,"65,63",
27/10/2018,12 - 13,13 - 14,"59,60",
27/10/2018,13 - 14,14 - 15,"56,87",
27/10/2018,14 - 15,15 - 16,"54,82",
27/10/2018,15 - 16,16 - 17,"57,03",
27/10/2018,16 - 17,17 - 18,"63,59",
27/10/2018,17 - 18,18 - 19,"77,25",
27/10/2018,18 - 19,19 - 20,"99,20",
27/10/2018,19 - 20,20 - 21,"79,00",
27/10/2018,20 - 21,21 - 22,"62,63",
27/10/2018,21 - 22,22 - 23,"57,60",
27/10/2018,22 - 23,23 - 00,"55,00",
28/10/2018,23 - 00,00 - 01,"58,70",
28/10/2018,00 - 01,01 - 02,"54,00",
28/10/2018,01 - 02,02 - 03,"52,59",
28/10/2018,02 - 03,03 - 04,"46,93",
28/10/2018,03 - 04,04 - 05,"47,00",
28/10/2018,04 - 05,05 - 06,"46,90",
28/10/2018,05 - 06,06 - 07,"51,06",
28/10/2018,06 - 07,07 - 08,"53,08",
28/10/2018,07 - 08,08 - 09,"45,62",
28/10/2018,08 - 09,09 - 10,"49,60",
28/10/2018,09 - 10,10 - 11,"53,52",
28/10/2018,10 - 11,11 - 12,"61,60",
28/10/2018,11 - 12,12 - 13,"60,30",
28/10/2018,12 - 13,13 - 14,"64,00",
28/10/2018,13 - 14,14 - 15,"61,03",
28/10/2018,14 - 15,15 - 16,"68,00",
28/10/2018,15 - 16,16 - 17,"76,20",
28/10/2018,16 - 17,17 - 18,"70,00",
28/10/2018,17 - 18,18 - 19,"122,54",
28/10/2018,18 - 19,19 - 20,"99,80",
28/10/2018,19 - 20,20 - 21,"70,00",
28/10/2018,20 - 21,21 - 22,"62,00",
28/10/2018,21 - 22,22 - 23,"58,70",
28/10/2018,22 - 23,23 - 00,"54,63",
29/10/2018,23 - 00,00 - 01,"52,58",
29/10/2018,00 - 01,01 - 02,"53,80",
29/10/2018,01 - 02,02 - 03,"51,91",
29/10/2018,02 - 03,03 - 04,"50,96",
29/10/2018,03 - 04,04 - 05,"52,00",
29/10/2018,04 - 05,05 - 06,"51,41",
29/10/2018,05 - 06,06 - 07,"56,55",
29/10/2018,06 - 07,07 - 08,"71,48",
29/10/2018,07 - 08,08 - 09,"70,00",
29/10/2018,08 - 09,09 - 10,"75,70",
29/10/2018,09 - 10,10 - 11,"73,74",
29/10/2018,10 - 11,11 - 12,"62,00",
29/10/2018,11 - 12,12 - 13,"56,55",
29/10/2018,12 - 13,13 - 14,"57,00",
29/10/2018,13 - 14,14 - 15,"56,57",
29/10/2018,14 - 15,15 - 16,"62,00",
29/10/2018,15 - 16,16 - 17,"64,00",
29/10/2018,16 - 17,17 - 18,"85,75",
29/10/2018,17 - 18,18 - 19,"109,77",
29/10/2018,18 - 19,19 - 20,"103,85",
29/10/2018,19 - 20,20 - 21,"76,37",
29/10/2018,20 - 21,21 - 22,"64,10",
29/10/2018,21 - 22,22 - 23,"58,91",
29/10/2018,22 - 23,23 - 00,"52,02",
30/10/2018,23 - 00,00 - 01,"55,03",
30/10/2018,00 - 01,01 - 02,"53,04",
30/10/2018,01 - 02,02 - 03,"51,97",
30/10/2018,02 - 03,03 - 04,"51,58",
30/10/2018,03 - 04,04 - 05,"51,04",
30/10/2018,04 - 05,05 - 06,"52,00",
30/10/2018,05 - 06,06 - 07,"63,98",
30/10/2018,06 - 07,07 - 08,"68,78",
30/10/2018,07 - 08,08 - 09,"63,80",
30/10/2018,08 - 09,09 - 10,"79,00",
30/10/2018,09 - 10,10 - 11,"74,86",
30/10/2018,10 - 11,11 - 12,"69,38",
30/10/2018,11 - 12,12 - 13,"61,81",
30/10/2018,12 - 13,13 - 14,"60,88",
30/10/2018,13 - 14,14 - 15,"60,21",
30/10/2018,14 - 15,15 - 16,"58,80",
30/10/2018,15 - 16,16 - 17,"60,00",
30/10/2018,16 - 17,17 - 18,"70,76",
30/10/2018,17 - 18,18 - 19,"100,01",
30/10/2018,18 - 19,19 - 20,"92,00",
30/10/2018,19 - 20,20 - 21,"70,47",
30/10/2018,20 - 21,21 - 22,"66,35",
30/10/2018,21 - 22,22 - 23,"63,95",
30/10/2018,22 - 23,23 - 00,"56,77",
31/10/2018,23 - 00,00 - 01,"59,75",
31/10/2018,00 - 01,01 - 02,"55,39",
31/10/2018,01 - 02,02 - 03,"54,30",
31/10/2018,02 - 03,03 - 04,"51,19",
31/10/2018,03 - 04,04 - 05,"50,58",
31/10/2018,04 - 05,05 - 06,"52,00",
31/10/2018,05 - 06,06 - 07,"59,74",
31/10/2018,06 - 07,07 - 08,"67,90",
31/10/2018,07 - 08,08 - 09,"76,34",
31/10/2018,08 - 09,09 - 10,"75,74",
31/10/2018,09 - 10,10 - 11,"71,76",
31/10/2018,10 - 11,11 - 12,"71,98",
31/10/2018,11 - 12,12 - 13,"65,00",
31/10/2018,12 - 13,13 - 14,"66,00",
31/10/2018,13 - 14,14 - 15,"62,50",
31/10/2018,14 - 15,15 - 16,"63,49",
31/10/2018,15 - 16,16 - 17,"67,26",
31/10/2018,16 - 17,17 - 18,"78,06",
31/10/2018,17 - 18,18 - 19,"88,32",
31/10/2018,18 - 19,19 - 20,"84,95",
31/10/2018,19 - 20,20 - 21,"69,75",
31/10/2018,20 - 21,21 - 22,"61,18",
31/10/2018,21 - 22,22 - 23,"61,80",
31/10/2018,22 - 23,23 - 00,"55,27",
01/11/2018,23 - 00,00 - 01,"53,77",
01/11/2018,00 - 01,01 - 02,"53,27",
01/11/2018,01 - 02,02 - 03,"53,33",
01/11/2018,02 - 03,03 - 04,"53,08",
01/11/2018,03 - 04,04 - 05,"51,56",
01/11/2018,04 - 05,05 - 06,"51,53",
01/11/2018,05 - 06,06 - 07,"53,86",
01/11/2018,06 - 07,07 - 08,"65,00",
01/11/2018,07 - 08,08 - 09,"60,00",
01/11/2018,08 - 09,09 - 10,"74,20",
01/11/2018,09 - 10,10 - 11,"77,65",
01/11/2018,10 - 11,11 - 12,"70,34",
01/11/2018,11 - 12,12 - 13,"58,77",
01/11/2018,12 - 13,13 - 14,"58,20",
01/11/2018,13 - 14,14 - 15,"57,00",
01/11/2018,14 - 15,15 - 16,"57,67",
01/11/2018,15 - 16,16 - 17,"57,80",
01/11/2018,16 - 17,17 - 18,"72,62",
01/11/2018,17 - 18,18 - 19,"99,98",
01/11/2018,18 - 19,19 - 20,"81,00",
01/11/2018,19 - 20,20 - 21,"77,40",
01/11/2018,20 - 21,21 - 22,"65,10",
01/11/2018,21 - 22,22 - 23,"61,09",
01/11/2018,22 - 23,23 - 00,"54,07",
02/11/2018,23 - 00,00 - 01,"51,32",
02/11/2018,00 - 01,01 - 02,"52,24",
02/11/2018,01 - 02,02 - 03,"50,71",
02/11/2018,02 - 03,03 - 04,"50,56",
02/11/2018,03 - 04,04 - 05,"49,52",
02/11/2018,04 - 05,05 - 06,"49,96",
02/11/2018,05 - 06,06 - 07,"54,32",
02/11/2018,06 - 07,07 - 08,"62,34",
02/11/2018,07 - 08,08 - 09,"66,85",
02/11/2018,08 - 09,09 - 10,"66,27",
02/11/2018,09 - 10,10 - 11,"64,08",
02/11/2018,10 - 11,11 - 12,"63,00",
02/11/2018,11 - 12,12 - 13,"59,03",
02/11/2018,12 - 13,13 - 14,"59,70",
02/11/2018,13 - 14,14 - 15,"57,10",
02/11/2018,14 - 15,15 - 16,"59,60",
02/11/2018,15 - 16,16 - 17,"64,07",
02/11/2018,16 - 17,17 - 18,"74,59",
02/11/2018,17 - 18,18 - 19,"94,53",
02/11/2018,18 - 19,19 - 20,"73,30",
02/11/2018,19 - 20,20 - 21,"64,46",
02/11/2018,20 - 21,21 - 22,"57,90",
02/11/2018,21 - 22,22 - 23,"58,47",
02/11/2018,22 - 23,23 - 00,"56,50",
03/11/2018,23 - 00,00 - 01,"63,60",
03/11/2018,00 - 01,01 - 02,"56,12",
03/11/2018,01 - 02,02 - 03,"49,38",
03/11/2018,02 - 03,03 - 04,"46,84",
03/11/2018,03 - 04,04 - 05,"45,03",
03/11/2018,04 - 05,05 - 06,"45,12",
03/11/2018,05 - 06,06 - 07,"46,52",
03/11/2018,06 - 07,07 - 08,"51,00",
03/11/2018,07 - 08,08 - 09,"52,75",
03/11/2018,08 - 09,09 - 10,"58,00",
03/11/2018,09 - 10,10 - 11,"57,55",
03/11/2018,10 - 11,11 - 12,"55,97",
03/11/2018,11 - 12,12 - 13,"54,00",
03/11/2018,12 - 13,13 - 14,"52,53",
03/11/2018,13 - 14,14 - 15,"49,33",
03/11/2018,14 - 15,15 - 16,"51,23",
03/11/2018,15 - 16,16 - 17,"55,19",
03/11/2018,16 - 17,17 - 18,"62,91",
03/11/2018,17 - 18,18 - 19,"76,00",
03/11/2018,18 - 19,19 - 20,"69,00",
03/11/2018,19 - 20,20 - 21,"62,65",
03/11/2018,20 - 21,21 - 22,"56,01",
03/11/2018,21 - 22,22 - 23,"55,30",
03/11/2018,22 - 23,23 - 00,"51,91",
04/11/2018,23 - 00,00 - 01,"53,51",
04/11/2018,00 - 01,01 - 02,"46,38",
04/11/2018,01 - 02,02 - 03,"45,17",
04/11/2018,02 - 03,03 - 04,"40,54",
04/11/2018,03 - 04,04 - 05,"40,03",
04/11/2018,04 - 05,05 - 06,"42,58",
04/11/2018,05 - 06,06 - 07,"44,20",
04/11/2018,06 - 07,07 - 08,"45,80",
04/11/2018,07 - 08,08 - 09,"41,17",
04/11/2018,08 - 09,09 - 10,"45,24",
04/11/2018,09 - 10,10 - 11,"57,50",
04/11/2018,10 - 11,11 - 12,"62,00",
04/11/2018,11 - 12,12 - 13,"60,60",
04/11/2018,12 - 13,13 - 14,"62,01",
04/11/2018,13 - 14,14 - 15,"62,01",
04/11/2018,14 - 15,15 - 16,"68,00",
04/11/2018,15 - 16,16 - 17,"49,40",
04/11/2018,16 - 17,17 - 18,"62,31",
04/11/2018,17 - 18,18 - 19,"94,97",
04/11/2018,18 - 19,19 - 20,"79,00",
